2023-05-21 12:48:13,046 p=24935 u=isrealurephu n=ansible | PLAY [Configure Nginx Web Server] *************************************************************
2023-05-21 12:48:13,052 p=24935 u=isrealurephu n=ansible | TASK [Gathering Facts] ************************************************************************
2023-05-21 12:48:17,145 p=24935 u=isrealurephu n=ansible | ok: [209.38.196.182]
2023-05-21 12:48:17,668 p=24935 u=isrealurephu n=ansible | ok: [209.38.196.186]
2023-05-21 12:48:17,690 p=24935 u=isrealurephu n=ansible | TASK [install nginx server] *******************************************************************
2023-05-21 12:48:37,515 p=24935 u=isrealurephu n=ansible | changed: [209.38.196.182]
2023-05-21 12:48:45,307 p=24935 u=isrealurephu n=ansible | changed: [209.38.196.186]
2023-05-21 12:48:45,323 p=24935 u=isrealurephu n=ansible | TASK [start the nginx service] ****************************************************************
2023-05-21 12:48:47,591 p=24935 u=isrealurephu n=ansible | ok: [209.38.196.182]
2023-05-21 12:48:47,864 p=24935 u=isrealurephu n=ansible | ok: [209.38.196.186]
2023-05-21 12:48:47,879 p=24935 u=isrealurephu n=ansible | TASK [enable webserver] ***********************************************************************
2023-05-21 12:48:49,702 p=24935 u=isrealurephu n=ansible | ok: [209.38.196.182]
2023-05-21 12:48:50,018 p=24935 u=isrealurephu n=ansible | ok: [209.38.196.186]
2023-05-21 12:48:50,062 p=24935 u=isrealurephu n=ansible | PLAY RECAP ************************************************************************************
2023-05-21 12:48:50,062 p=24935 u=isrealurephu n=ansible | 209.38.196.182             : ok=4    changed=1    unreachable=0    failed=0    skipped=0    rescued=0    ignored=0   
2023-05-21 12:48:50,062 p=24935 u=isrealurephu n=ansible | 209.38.196.186             : ok=4    changed=1    unreachable=0    failed=0    skipped=0    rescued=0    ignored=0   
2023-05-21 12:53:44,913 p=25419 u=isrealurephu n=ansible | PLAY [Configure Nginx Web Server] *******************************************************************
2023-05-21 12:53:44,919 p=25419 u=isrealurephu n=ansible | TASK [Gathering Facts] ******************************************************************************
2023-05-21 12:53:48,978 p=25419 u=isrealurephu n=ansible | ok: [209.38.196.182]
2023-05-21 12:53:50,666 p=25419 u=isrealurephu n=ansible | ok: [209.38.196.186]
2023-05-21 12:53:50,688 p=25419 u=isrealurephu n=ansible | TASK [install nginx server] *************************************************************************
2023-05-21 12:53:52,912 p=25419 u=isrealurephu n=ansible | ok: [209.38.196.182]
2023-05-21 12:53:53,715 p=25419 u=isrealurephu n=ansible | ok: [209.38.196.186]
2023-05-21 12:53:53,725 p=25419 u=isrealurephu n=ansible | TASK [start the nginx service] **********************************************************************
2023-05-21 12:53:55,866 p=25419 u=isrealurephu n=ansible | ok: [209.38.196.182]
2023-05-21 12:53:55,867 p=25419 u=isrealurephu n=ansible | ok: [209.38.196.186]
2023-05-21 12:53:55,873 p=25419 u=isrealurephu n=ansible | TASK [enable webserver] *****************************************************************************
2023-05-21 12:53:57,979 p=25419 u=isrealurephu n=ansible | ok: [209.38.196.182]
2023-05-21 12:53:58,056 p=25419 u=isrealurephu n=ansible | ok: [209.38.196.186]
2023-05-21 12:53:58,080 p=25419 u=isrealurephu n=ansible | PLAY RECAP ******************************************************************************************
2023-05-21 12:53:58,080 p=25419 u=isrealurephu n=ansible | 209.38.196.182             : ok=4    changed=0    unreachable=0    failed=0    skipped=0    rescued=0    ignored=0   
2023-05-21 12:53:58,080 p=25419 u=isrealurephu n=ansible | 209.38.196.186             : ok=4    changed=0    unreachable=0    failed=0    skipped=0    rescued=0    ignored=0   
2023-05-21 12:55:36,036 p=25662 u=isrealurephu n=ansible | PLAY [Configure Nginx Web Server] *******************************************************************
2023-05-21 12:55:36,042 p=25662 u=isrealurephu n=ansible | TASK [Gathering Facts] ******************************************************************************
2023-05-21 12:55:39,647 p=25662 u=isrealurephu n=ansible | ok: [209.38.196.182]
2023-05-21 12:55:40,320 p=25662 u=isrealurephu n=ansible | ok: [209.38.196.186]
2023-05-21 12:55:40,347 p=25662 u=isrealurephu n=ansible | TASK [install nginx server] *************************************************************************
2023-05-21 12:55:45,335 p=25662 u=isrealurephu n=ansible | changed: [209.38.196.182]
2023-05-21 12:55:47,254 p=25662 u=isrealurephu n=ansible | changed: [209.38.196.186]
2023-05-21 12:55:47,260 p=25662 u=isrealurephu n=ansible | TASK [start the nginx service] **********************************************************************
2023-05-21 12:55:49,147 p=25662 u=isrealurephu n=ansible | changed: [209.38.196.182]
2023-05-21 12:55:49,502 p=25662 u=isrealurephu n=ansible | changed: [209.38.196.186]
2023-05-21 12:55:49,512 p=25662 u=isrealurephu n=ansible | TASK [enable webserver] *****************************************************************************
2023-05-21 12:55:51,355 p=25662 u=isrealurephu n=ansible | ok: [209.38.196.182]
2023-05-21 12:55:51,628 p=25662 u=isrealurephu n=ansible | ok: [209.38.196.186]
2023-05-21 12:55:51,664 p=25662 u=isrealurephu n=ansible | PLAY RECAP ******************************************************************************************
2023-05-21 12:55:51,664 p=25662 u=isrealurephu n=ansible | 209.38.196.182             : ok=4    changed=2    unreachable=0    failed=0    skipped=0    rescued=0    ignored=0   
2023-05-21 12:55:51,664 p=25662 u=isrealurephu n=ansible | 209.38.196.186             : ok=4    changed=2    unreachable=0    failed=0    skipped=0    rescued=0    ignored=0   
2023-05-21 13:10:03,972 p=26643 u=isrealurephu n=ansible | # /opt/homebrew/Cellar/ansible/7.5.0/libexec/lib/python3.11/site-packages/ansible_collections
Collection                    Version
----------------------------- -------

2023-05-21 13:10:03,972 p=26643 u=isrealurephu n=ansible | amazon.aws                    5.4.0  
2023-05-21 13:10:03,972 p=26643 u=isrealurephu n=ansible | ansible.netcommon             4.1.0  
2023-05-21 13:10:03,972 p=26643 u=isrealurephu n=ansible | ansible.posix                 1.5.2  
2023-05-21 13:10:03,972 p=26643 u=isrealurephu n=ansible | ansible.utils                 2.9.0  
2023-05-21 13:10:03,972 p=26643 u=isrealurephu n=ansible | ansible.windows               1.13.0 
2023-05-21 13:10:03,972 p=26643 u=isrealurephu n=ansible | arista.eos                    6.0.1  
2023-05-21 13:10:03,972 p=26643 u=isrealurephu n=ansible | awx.awx                       21.14.0
2023-05-21 13:10:03,972 p=26643 u=isrealurephu n=ansible | azure.azcollection            1.15.0 
2023-05-21 13:10:03,972 p=26643 u=isrealurephu n=ansible | check_point.mgmt              4.0.0  
2023-05-21 13:10:03,972 p=26643 u=isrealurephu n=ansible | chocolatey.chocolatey         1.4.0  
2023-05-21 13:10:03,972 p=26643 u=isrealurephu n=ansible | cisco.aci                     2.6.0  
2023-05-21 13:10:03,972 p=26643 u=isrealurephu n=ansible | cisco.asa                     4.0.0  
2023-05-21 13:10:03,972 p=26643 u=isrealurephu n=ansible | cisco.dnac                    6.7.1  
2023-05-21 13:10:03,972 p=26643 u=isrealurephu n=ansible | cisco.intersight              1.0.27 
2023-05-21 13:10:03,972 p=26643 u=isrealurephu n=ansible | cisco.ios                     4.5.0  
2023-05-21 13:10:03,972 p=26643 u=isrealurephu n=ansible | cisco.iosxr                   4.1.0  
2023-05-21 13:10:03,972 p=26643 u=isrealurephu n=ansible | cisco.ise                     2.5.12 
2023-05-21 13:10:03,972 p=26643 u=isrealurephu n=ansible | cisco.meraki                  2.15.1 
2023-05-21 13:10:03,972 p=26643 u=isrealurephu n=ansible | cisco.mso                     2.4.0  
2023-05-21 13:10:03,972 p=26643 u=isrealurephu n=ansible | cisco.nso                     1.0.3  
2023-05-21 13:10:03,972 p=26643 u=isrealurephu n=ansible | cisco.nxos                    4.3.0  
2023-05-21 13:10:03,972 p=26643 u=isrealurephu n=ansible | cisco.ucs                     1.8.0  
2023-05-21 13:10:03,973 p=26643 u=isrealurephu n=ansible | cloud.common                  2.1.3  
2023-05-21 13:10:03,973 p=26643 u=isrealurephu n=ansible | cloudscale_ch.cloud           2.2.4  
2023-05-21 13:10:03,973 p=26643 u=isrealurephu n=ansible | community.aws                 5.4.0  
2023-05-21 13:10:03,973 p=26643 u=isrealurephu n=ansible | community.azure               2.0.0  
2023-05-21 13:10:03,973 p=26643 u=isrealurephu n=ansible | community.ciscosmb            1.0.5  
2023-05-21 13:10:03,973 p=26643 u=isrealurephu n=ansible | community.crypto              2.12.0 
2023-05-21 13:10:03,973 p=26643 u=isrealurephu n=ansible | community.digitalocean        1.23.0 
2023-05-21 13:10:03,973 p=26643 u=isrealurephu n=ansible | community.dns                 2.5.3  
2023-05-21 13:10:03,973 p=26643 u=isrealurephu n=ansible | community.docker              3.4.3  
2023-05-21 13:10:03,973 p=26643 u=isrealurephu n=ansible | community.fortios             1.0.0  
2023-05-21 13:10:03,973 p=26643 u=isrealurephu n=ansible | community.general             6.6.0  
2023-05-21 13:10:03,973 p=26643 u=isrealurephu n=ansible | community.google              1.0.0  
2023-05-21 13:10:03,973 p=26643 u=isrealurephu n=ansible | community.grafana             1.5.4  
2023-05-21 13:10:03,973 p=26643 u=isrealurephu n=ansible | community.hashi_vault         4.2.0  
2023-05-21 13:10:03,973 p=26643 u=isrealurephu n=ansible | community.hrobot              1.8.0  
2023-05-21 13:10:03,973 p=26643 u=isrealurephu n=ansible | community.libvirt             1.2.0  
2023-05-21 13:10:03,973 p=26643 u=isrealurephu n=ansible | community.mongodb             1.5.2  
2023-05-21 13:10:03,973 p=26643 u=isrealurephu n=ansible | community.mysql               3.6.0  
2023-05-21 13:10:03,973 p=26643 u=isrealurephu n=ansible | community.network             5.0.0  
2023-05-21 13:10:03,973 p=26643 u=isrealurephu n=ansible | community.okd                 2.3.0  
2023-05-21 13:10:03,973 p=26643 u=isrealurephu n=ansible | community.postgresql          2.3.2  
2023-05-21 13:10:03,973 p=26643 u=isrealurephu n=ansible | community.proxysql            1.5.1  
2023-05-21 13:10:03,973 p=26643 u=isrealurephu n=ansible | community.rabbitmq            1.2.3  
2023-05-21 13:10:03,973 p=26643 u=isrealurephu n=ansible | community.routeros            2.8.0  
2023-05-21 13:10:03,973 p=26643 u=isrealurephu n=ansible | community.sap                 1.0.0  
2023-05-21 13:10:03,973 p=26643 u=isrealurephu n=ansible | community.sap_libs            1.4.1  
2023-05-21 13:10:03,973 p=26643 u=isrealurephu n=ansible | community.skydive             1.0.0  
2023-05-21 13:10:03,973 p=26643 u=isrealurephu n=ansible | community.sops                1.6.1  
2023-05-21 13:10:03,973 p=26643 u=isrealurephu n=ansible | community.vmware              3.5.0  
2023-05-21 13:10:03,973 p=26643 u=isrealurephu n=ansible | community.windows             1.12.0 
2023-05-21 13:10:03,973 p=26643 u=isrealurephu n=ansible | community.zabbix              1.9.3  
2023-05-21 13:10:03,973 p=26643 u=isrealurephu n=ansible | containers.podman             1.10.1 
2023-05-21 13:10:03,973 p=26643 u=isrealurephu n=ansible | cyberark.conjur               1.2.0  
2023-05-21 13:10:03,973 p=26643 u=isrealurephu n=ansible | cyberark.pas                  1.0.17 
2023-05-21 13:10:03,973 p=26643 u=isrealurephu n=ansible | dellemc.enterprise_sonic      2.0.0  
2023-05-21 13:10:03,973 p=26643 u=isrealurephu n=ansible | dellemc.openmanage            6.3.0  
2023-05-21 13:10:03,973 p=26643 u=isrealurephu n=ansible | dellemc.os10                  1.1.1  
2023-05-21 13:10:03,973 p=26643 u=isrealurephu n=ansible | dellemc.os6                   1.0.7  
2023-05-21 13:10:03,973 p=26643 u=isrealurephu n=ansible | dellemc.os9                   1.0.4  
2023-05-21 13:10:03,973 p=26643 u=isrealurephu n=ansible | dellemc.powerflex             1.6.0  
2023-05-21 13:10:03,973 p=26643 u=isrealurephu n=ansible | dellemc.unity                 1.6.0  
2023-05-21 13:10:03,973 p=26643 u=isrealurephu n=ansible | f5networks.f5_modules         1.23.0 
2023-05-21 13:10:03,973 p=26643 u=isrealurephu n=ansible | fortinet.fortimanager         2.1.7  
2023-05-21 13:10:03,973 p=26643 u=isrealurephu n=ansible | fortinet.fortios              2.2.3  
2023-05-21 13:10:03,973 p=26643 u=isrealurephu n=ansible | frr.frr                       2.0.2  
2023-05-21 13:10:03,973 p=26643 u=isrealurephu n=ansible | gluster.gluster               1.0.2  
2023-05-21 13:10:03,973 p=26643 u=isrealurephu n=ansible | google.cloud                  1.1.3  
2023-05-21 13:10:03,973 p=26643 u=isrealurephu n=ansible | grafana.grafana               1.1.1  
2023-05-21 13:10:03,973 p=26643 u=isrealurephu n=ansible | hetzner.hcloud                1.11.0 
2023-05-21 13:10:03,973 p=26643 u=isrealurephu n=ansible | hpe.nimble                    1.1.4  
2023-05-21 13:10:03,973 p=26643 u=isrealurephu n=ansible | ibm.qradar                    2.1.0  
2023-05-21 13:10:03,973 p=26643 u=isrealurephu n=ansible | ibm.spectrum_virtualize       1.11.0 
2023-05-21 13:10:03,973 p=26643 u=isrealurephu n=ansible | infinidat.infinibox           1.3.12 
2023-05-21 13:10:03,973 p=26643 u=isrealurephu n=ansible | infoblox.nios_modules         1.4.1  
2023-05-21 13:10:03,973 p=26643 u=isrealurephu n=ansible | inspur.ispim                  1.3.0  
2023-05-21 13:10:03,973 p=26643 u=isrealurephu n=ansible | inspur.sm                     2.3.0  
2023-05-21 13:10:03,973 p=26643 u=isrealurephu n=ansible | junipernetworks.junos         4.1.0  
2023-05-21 13:10:03,973 p=26643 u=isrealurephu n=ansible | kubernetes.core               2.4.0  
2023-05-21 13:10:03,973 p=26643 u=isrealurephu n=ansible | lowlydba.sqlserver            1.3.1  
2023-05-21 13:10:03,973 p=26643 u=isrealurephu n=ansible | mellanox.onyx                 1.0.0  
2023-05-21 13:10:03,973 p=26643 u=isrealurephu n=ansible | microsoft.ad                  1.0.0  
2023-05-21 13:10:03,973 p=26643 u=isrealurephu n=ansible | netapp.aws                    21.7.0 
2023-05-21 13:10:03,973 p=26643 u=isrealurephu n=ansible | netapp.azure                  21.10.0
2023-05-21 13:10:03,973 p=26643 u=isrealurephu n=ansible | netapp.cloudmanager           21.22.0
2023-05-21 13:10:03,973 p=26643 u=isrealurephu n=ansible | netapp.elementsw              21.7.0 
2023-05-21 13:10:03,973 p=26643 u=isrealurephu n=ansible | netapp.ontap                  22.5.0 
2023-05-21 13:10:03,973 p=26643 u=isrealurephu n=ansible | netapp.storagegrid            21.11.1
2023-05-21 13:10:03,973 p=26643 u=isrealurephu n=ansible | netapp.um_info                21.8.0 
2023-05-21 13:10:03,973 p=26643 u=isrealurephu n=ansible | netapp_eseries.santricity     1.4.0  
2023-05-21 13:10:03,973 p=26643 u=isrealurephu n=ansible | netbox.netbox                 3.12.0 
2023-05-21 13:10:03,973 p=26643 u=isrealurephu n=ansible | ngine_io.cloudstack           2.3.0  
2023-05-21 13:10:03,974 p=26643 u=isrealurephu n=ansible | ngine_io.exoscale             1.0.0  
2023-05-21 13:10:03,974 p=26643 u=isrealurephu n=ansible | ngine_io.vultr                1.1.3  
2023-05-21 13:10:03,974 p=26643 u=isrealurephu n=ansible | openstack.cloud               1.10.0 
2023-05-21 13:10:03,974 p=26643 u=isrealurephu n=ansible | openvswitch.openvswitch       2.1.0  
2023-05-21 13:10:03,974 p=26643 u=isrealurephu n=ansible | ovirt.ovirt                   2.4.1  
2023-05-21 13:10:03,974 p=26643 u=isrealurephu n=ansible | purestorage.flasharray        1.17.2 
2023-05-21 13:10:03,974 p=26643 u=isrealurephu n=ansible | purestorage.flashblade        1.11.0 
2023-05-21 13:10:03,974 p=26643 u=isrealurephu n=ansible | purestorage.fusion            1.4.2  
2023-05-21 13:10:03,974 p=26643 u=isrealurephu n=ansible | sensu.sensu_go                1.13.2 
2023-05-21 13:10:03,974 p=26643 u=isrealurephu n=ansible | splunk.es                     2.1.0  
2023-05-21 13:10:03,974 p=26643 u=isrealurephu n=ansible | t_systems_mms.icinga_director 1.32.2 
2023-05-21 13:10:03,974 p=26643 u=isrealurephu n=ansible | theforeman.foreman            3.10.0 
2023-05-21 13:10:03,974 p=26643 u=isrealurephu n=ansible | vmware.vmware_rest            2.3.1  
2023-05-21 13:10:03,974 p=26643 u=isrealurephu n=ansible | vultr.cloud                   1.7.0  
2023-05-21 13:10:03,974 p=26643 u=isrealurephu n=ansible | vyos.vyos                     4.0.2  
2023-05-21 13:10:03,974 p=26643 u=isrealurephu n=ansible | wti.remote                    1.0.4  
2023-05-21 13:44:21,947 p=29018 u=isrealurephu n=ansible | PLAY [Installing app dependecies via npm] ***********************************************************
2023-05-21 13:44:21,953 p=29018 u=isrealurephu n=ansible | TASK [Gathering Facts] ******************************************************************************
2023-05-21 13:44:25,057 p=29018 u=isrealurephu n=ansible | ok: [139.162.242.60]
2023-05-21 13:44:25,068 p=29018 u=isrealurephu n=ansible | TASK [Update apt repo and catch] ********************************************************************
2023-05-21 13:44:31,642 p=29018 u=isrealurephu n=ansible | changed: [139.162.242.60]
2023-05-21 13:44:31,649 p=29018 u=isrealurephu n=ansible | TASK [Install nodejs and npm] ***********************************************************************
2023-05-21 13:46:59,356 p=29018 u=isrealurephu n=ansible | changed: [139.162.242.60]
2023-05-21 13:46:59,369 p=29018 u=isrealurephu n=ansible | PLAY [Deploying node-js application] ****************************************************************
2023-05-21 13:46:59,372 p=29018 u=isrealurephu n=ansible | TASK [Gathering Facts] ******************************************************************************
2023-05-21 13:47:00,860 p=29018 u=isrealurephu n=ansible | ok: [139.162.242.60]
2023-05-21 13:47:00,877 p=29018 u=isrealurephu n=ansible | TASK [copy nodejs folder to my server] **************************************************************
2023-05-21 13:47:02,676 p=29018 u=isrealurephu n=ansible | changed: [139.162.242.60]
2023-05-21 13:47:02,685 p=29018 u=isrealurephu n=ansible | TASK [unpack the nodejs tar file] *******************************************************************
2023-05-21 13:47:04,335 p=29018 u=isrealurephu n=ansible | changed: [139.162.242.60]
2023-05-21 13:47:04,351 p=29018 u=isrealurephu n=ansible | PLAY RECAP ******************************************************************************************
2023-05-21 13:47:04,351 p=29018 u=isrealurephu n=ansible | 139.162.242.60             : ok=6    changed=4    unreachable=0    failed=0    skipped=0    rescued=0    ignored=0   
2023-05-21 13:50:27,017 p=29516 u=isrealurephu n=ansible | PLAY [Installing app dependecies via npm] ***********************************************************
2023-05-21 13:50:27,023 p=29516 u=isrealurephu n=ansible | TASK [Gathering Facts] ******************************************************************************
2023-05-21 13:50:29,695 p=29516 u=isrealurephu n=ansible | ok: [139.162.242.60]
2023-05-21 13:50:29,705 p=29516 u=isrealurephu n=ansible | TASK [Update apt repo and catch] ********************************************************************
